1,123,100.25,Kumar Patel,65d0b699-3695-44c6-ba23-4a241717dab7,123 Main Street,APPROVED
789399,946690,1.6842336643421274,victoria.macgyver,94de4404-f426-4156-b9ce-99b2c0cce1ef,7159 Vicente Ferry, Granthaven, WA 18317,APPROVED
927678,624457,50.597789473446376,arlyne.doyle,e089b05e-7218-4cfd-8b29-005ecfd04c3e,52222 McClure Path, Angelynstad, WY 63279,APPROVED
904187,635494,88.94832640272321,jerold.kuhic,b9b084c1-b394-40fc-8ff1-e76f33f4bd17,Apt. 786 637 Hegmann Rapid, Port Alfredo, CA 11607,APPROVED
953428,291016,54.0099722276904,marybelle.botsford,247f1b4d-60a9-4aeb-ab58-602611649ccf,972 Mosciski Courts, Jerrymouth, MN 76230-4271,APPROVED
284472,385397,93.05086322748953,waylon.corkery,80bfd0a0-52b9-4a07-b3ef-02e7b29cd9ec,Suite 640 3224 Breitenberg Courts, Boehmfurt, AK 23883-2997,APPROVED
125200,625695,92.38038671162312,louis.lesch,2f521387-cd2d-4dbc-8559-0b2af6a4b674,01590 Wilkinson Circle, O'Connellborough, GA 68994,APPROVED
628881,751057,27.95491264100377,lyman.frami,7567eae3-6093-46b8-8bd6-fdd444d41934,Apt. 315 50032 Dessie Flats, Mosemouth, MN 91034,APPROVED
894101,843023,65.62507398997134,joe.adams,ccad6bee-25fe-48f1-a892-d7c080cbc6f9,Apt. 544 8460 Wilderman Streets, Nicoletteton, TN 01077,APPROVED
936552,517025,11.788913563346027,max.wintheiser,d4d8bf2c-4e37-4e91-8519-13f758cd6b0d,Apt. 269 6878 Tim Run, Terryland, VA 99588-5664,APPROVED
555071,253778,89.08030762090972,camie.corwin,34f47695-5ee2-4470-a34e-1c27b131c14e,8291 Wilderman Union, Spencermouth, CA 17015-6684,APPROVED
968431,632045,2.1593913253603048,winfred.kreiger,47d237da-c381-465d-a816-21918290a3b3,Apt. 023 58098 Koch Bridge, New Kelitown, KY 40966,APPROVED
764962,738647,64.38170331454242,nancy.lubowitz,0f5619d2-e25a-4726-85b6-a4aff62f19ea,39557 Ashleigh Brooks, North Tristan, IN 90412,APPROVED
306458,253234,24.94272100450401,allyson.ullrich,6be865c4-a493-4b6e-a479-1944039de04f,92368 Lee Groves, Port Telma, RI 01272,APPROVED
665449,695897,73.76383071157744,graham.gottlieb,678c04f8-a536-476b-b4be-ed244fc067e4,0948 Tatum Alley, Schultztown, CT 92978,APPROVED
634550,732440,91.30608898732615,patricia.buckridge,cd6b5a10-784f-4c31-a9ce-222a23b48fdc,Apt. 569 830 Edmund View, Marcellusview, MS 16659-1203,APPROVED
447539,380540,46.84945068869866,emilee.ritchie,fd9b67e8-07c0-4000-b4d3-6fcb4366633c,02437 Franklyn Station, Berneiceport, HI 09994,APPROVED
66009,660460,93.06579689130574,shirlee.berge,37555fcc-fc81-4de4-9a00-d56a0bf3738e,Apt. 480 8960 Milan Vista, Schaeferfurt, IA 40418-4821,APPROVED
724525,514461,56.77297268279437,jude.abshire,12de98cd-3922-428b-82be-71d26aed43a4,Suite 767 71819 Cherryl Crossing, Wildermanhaven, MD 94249-4278,APPROVED


docker run --rm  -p 8083:8083  -e CONNECT_BOOTSTRAP_SERVERS=localhost:9092  -e CONNECT_REST_PORT=8083  -e CONNECT_GROUP_ID=connect-cluster  -e CONNECT_CONFIG_STORAGE_TOPIC=connect-configs  -e CONNECT_OFFSET_STORAGE_TOPIC=connect-offsets  -e CONNECT_STATUS_STORAGE_TOPIC=connect-status  -e CONNECT_KEY_CONVERTER=org.apache.kafka.connect.json.JsonConverter  -e CONNECT_VALUE_CONVERTER=org.apache.kafka.connect.json.JsonConverter  -e CONNECT_INTERNAL_KEY_CONVERTER=org.apache.kafka.connect.json.JsonConverter  -e CONNECT_INTERNAL_VALUE_CONVERTER=org.apache.kafka.connect.json.JsonConverter  confluentinc/cp-kafka-connect:6.1.2
